SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,player_name,player_id,season,minutes_last_7_days,minutes_last_28_days,acute_chronic_ratio,days_rest,is_back_to_back,back_to_back_count_month,injured_next_14_days
22021,1626164,0022100596,2022-01-08,PHX vs. MIA,L,33,5,15,0.333,3,5,0.6,13,13,1.0,0,4,4,3,2,0,5,4,26,-22,1,Devin Booker,1626164,2021-22,238.0,918.0,1.037037037037037,2.0,0,3.0,0
22021,1626164,0022100613,2022-01-11,PHX @ TOR,W,36,4,13,0.308,2,7,0.286,6,8,0.75,1,4,5,3,1,0,3,6,16,-3,1,Devin Booker,1626164,2021-22,237.0,919.0,1.031556039173014,3.0,0,3.0,0
22021,1626164,0022100634,2022-01-14,PHX @ IND,W,35,11,25,0.44,6,13,0.462,7,8,0.875,2,2,4,3,0,1,2,2,35,7,1,Devin Booker,1626164,2021-22,236.0,920.0,1.0260869565217392,3.0,0,3.0,0
22021,1626164,0022100617,2022-01-16,PHX @ DET,W,30,11,18,0.611,1,5,0.2,7,10,0.7,1,3,4,4,0,0,1,1,30,20,1,Devin Booker,1626164,2021-22,228.0,916.0,0.9956331877729256,2.0,0,3.0,0
22021,1626164,0022100664,2022-01-17,PHX @ SAS,W,35,18,33,0.545,5,13,0.385,7,8,0.875,0,5,5,6,3,0,0,2,48,3,1,Devin Booker,1626164,2021-22,234.0,917.0,1.0207197382769901,1.0,1,4.0,0
22021,1626164,0022100682,2022-01-20,PHX @ DAL,W,38,11,25,0.44,1,8,0.125,5,5,1.0,0,5,5,6,0,0,2,2,28,5,1,Devin Booker,1626164,2021-22,240.0,923.0,1.0400866738894907,3.0,0,4.0,0
22021,1626164,0022100697,2022-01-22,PHX vs. IND,W,39,5,23,0.217,0,6,0.0,1,1,1.0,1,6,7,3,2,2,3,4,11,5,1,Devin Booker,1626164,2021-22,246.0,925.0,1.0637837837837838,2.0,0,4.0,0
22021,1626164,0022100713,2022-01-24,PHX vs. UTA,W,38,14,35,0.4,3,13,0.231,2,3,0.667,2,5,7,3,2,2,3,4,33,-3,1,Devin Booker,1626164,2021-22,251.0,937.0,1.071504802561366,2.0,0,4.0,0
22021,1626164,0022100731,2022-01-26,PHX @ UTA,W,40,16,28,0.571,2,6,0.333,9,11,0.818,1,11,12,4,1,0,3,2,43,18,1,Devin Booker,1626164,2021-22,255.0,945.0,1.0793650793650795,2.0,0,4.0,0
22021,1626164,0022100743,2022-01-28,PHX vs. MIN,W,38,10,26,0.385,4,10,0.4,5,6,0.833,0,3,3,9,1,0,1,2,29,17,1,Devin Booker,1626164,2021-22,258.0,949.0,1.0874604847207585,2.0,0,3.0,0
22021,1626164,0022100758,2022-01-30,PHX vs. SAS,W,38,12,24,0.5,4,9,0.444,0,0,0.0,0,4,4,1,1,0,3,2,28,-12,1,Devin Booker,1626164,2021-22,266.0,952.0,1.1176470588235294,2.0,0,3.0,0
22021,1626164,0022100772,2022-02-01,PHX vs. BKN,W,41,13,23,0.565,3,8,0.375,6,7,0.857,1,5,6,2,1,0,2,2,35,15,1,Devin Booker,1626164,2021-22,272.0,962.0,1.130977130977131,2.0,0,3.0,0
22021,1626164,0022100783,2022-02-03,PHX @ ATL,L,38,13,27,0.481,1,8,0.125,5,7,0.714,0,0,0,3,1,0,2,4,32,-6,1,Devin Booker,1626164,2021-22,272.0,972.0,1.119341563786008,2.0,0,3.0,0
22021,1626164,0022100798,2022-02-05,PHX @ WAS,W,30,5,14,0.357,1,6,0.167,0,0,0.0,1,6,7,5,0,0,1,2,11,23,1,Devin Booker,1626164,2021-22,263.0,968.0,1.0867768595041323,2.0,0,2.0,0
22021,1626164,0022100812,2022-02-07,PHX @ CHI,W,38,14,23,0.609,5,10,0.5,5,6,0.833,0,4,4,5,1,0,1,2,38,7,1,Devin Booker,1626164,2021-22,263.0,967.0,1.0879007238883143,2.0,0,2.0,0
22021,1626164,0022100815,2022-02-08,PHX @ PHI,W,37,11,23,0.478,3,8,0.375,10,11,0.909,0,4,4,3,1,0,0,3,35,13,1,Devin Booker,1626164,2021-22,260.0,969.0,1.0732714138286896,1.0,1,3.0,0
22021,1626164,0022100836,2022-02-10,PHX vs. MIL,W,34,6,19,0.316,2,8,0.25,3,3,1.0,1,3,4,7,1,0,2,4,17,11,1,Devin Booker,1626164,2021-22,256.0,971.0,1.054582904222451,2.0,0,2.0,0
22021,1626164,0022100855,2022-02-12,PHX vs. ORL,W,29,10,24,0.417,3,9,0.333,3,3,1.0,1,4,5,5,0,1,0,0,26,13,1,Devin Booker,1626164,2021-22,247.0,985.0,1.0030456852791878,2.0,0,2.0,0
22021,1626164,0022100873,2022-02-15,PHX vs. LAC,W,36,11,19,0.579,3,6,0.5,1,2,0.5,2,1,3,4,3,1,4,3,26,9,1,Devin Booker,1626164,2021-22,242.0,995.0,0.9728643216080402,3.0,0,2.0,0
22021,1626164,0022100882,2022-02-16,PHX vs. HOU,W,43,7,22,0.318,1,5,0.2,9,9,1.0,0,3,3,8,3,2,3,3,24,-1,1,Devin Booker,1626164,2021-22,247.0,1006.0,0.982107355864811,1.0,1,3.0,0
22021,1626164,0022100893,2022-02-24,PHX @ OKC,W,38,9,16,0.563,1,4,0.25,6,6,1.0,0,5,5,12,6,0,4,1,25,26,1,Devin Booker,1626164,2021-22,255.0,1009.0,1.0109018830525274,8.0,0,3.0,0
22021,1626164,0022100902,2022-02-25,PHX vs. NOP,L,37,10,24,0.417,2,8,0.25,8,8,1.0,0,3,3,5,1,2,4,3,30,-21,1,Devin Booker,1626164,2021-22,254.0,1006.0,1.0099403578528827,1.0,1,4.0,0
22021,1626164,0022100913,2022-02-27,PHX vs. UTA,L,40,12,24,0.5,4,8,0.5,2,4,0.5,0,7,7,7,2,0,3,2,30,-6,1,Devin Booker,1626164,2021-22,257.0,1009.0,1.0188305252725471,2.0,0,4.0,0
22021,1626164,0022100983,2022-03-09,PHX @ MIA,W,33,7,12,0.583,4,7,0.571,5,5,1.0,1,7,8,9,2,2,2,3,23,31,1,Devin Booker,1626164,2021-22,256.0,1006.0,1.0178926441351888,10.0,0,4.0,0
22021,1626164,0022101003,2022-03-11,PHX vs. TOR,L,37,9,18,0.5,3,7,0.429,1,2,0.5,0,3,3,7,1,1,3,3,22,-21,1,Devin Booker,1626164,2021-22,264.0,1005.0,1.0507462686567164,2.0,0,4.0,0
22021,1626164,0022101019,2022-03-13,PHX vs. LAL,W,32,12,25,0.48,4,10,0.4,2,2,1.0,0,2,2,10,4,0,2,4,30,38,1,Devin Booker,1626164,2021-22,260.0,1008.0,1.0317460317460319,2.0,0,4.0,0
22021,1626164,0022101032,2022-03-15,PHX @ NOP,W,30,11,20,0.55,4,9,0.444,1,1,1.0,0,5,5,8,2,0,2,2,27,9,1,Devin Booker,1626164,2021-22,247.0,1006.0,0.982107355864811,2.0,0,4.0,0
22021,1626164,0022101038,2022-03-16,PHX @ HOU,W,36,15,24,0.625,5,12,0.417,1,1,1.0,0,4,4,4,0,1,3,2,36,12,1,Devin Booker,1626164,2021-22,245.0,1009.0,0.9712586719524282,1.0,1,5.0,0
22021,1626164,0022101056,2022-03-18,PHX vs. CHI,W,32,10,18,0.556,1,3,0.333,7,7,1.0,1,3,4,3,0,0,3,3,28,27,1,Devin Booker,1626164,2021-22,240.0,1008.0,0.9523809523809523,2.0,0,5.0,0
22021,1626164,0022101066,2022-03-20,PHX @ SAC,W,37,11,21,0.524,2,5,0.4,7,7,1.0,0,7,7,5,1,0,3,6,31,3,1,Devin Booker,1626164,2021-22,237.0,1009.0,0.9395441030723488,2.0,0,5.0,0
22021,1626164,0022101090,2022-03-23,PHX @ MIN,W,35,7,15,0.467,1,4,0.25,13,16,0.813,0,3,3,7,1,0,2,2,28,4,1,Devin Booker,1626164,2021-22,239.0,1009.0,0.9474727452923688,3.0,0,5.0,0
22021,1626164,0022101099,2022-03-24,PHX @ DEN,W,39,16,25,0.64,2,5,0.4,15,17,0.882,0,4,4,10,3,1,2,3,49,16,1,Devin Booker,1626164,2021-22,241.0,1018.0,0.9469548133595286,1.0,1,6.0,0
22021,1626164,0022101118,2022-03-27,PHX vs. PHI,W,35,13,22,0.591,3,5,0.6,6,8,0.75,1,1,2,2,0,0,3,3,35,7,1,Devin Booker,1626164,2021-22,244.0,1018.0,0.9587426326129665,3.0,0,5.0,0
22021,1626164,0022101145,2022-03-30,PHX @ GSW,W,37,5,21,0.238,2,8,0.25,10,12,0.833,0,5,5,2,0,0,0,4,22,3,1,Devin Booker,1626164,2021-22,251.0,1017.0,0.9872173058013766,3.0,0,5.0,0
22021,1626164,0022101155,2022-04-01,PHX @ MEM,L,37,17,28,0.607,3,6,0.5,4,5,0.8,0,4,4,4,0,0,3,5,41,-5,1,Devin Booker,1626164,2021-22,252.0,1015.0,0.993103448275862,2.0,0,5.0,0
22021,1626164,0022101189,2022-04-05,PHX vs. LAL,W,30,12,22,0.545,6,9,0.667,2,2,1.0,1,6,7,4,1,0,1,2,32,14,1,Devin Booker,1626164,2021-22,250.0,1007.0,0.9930486593843099,4.0,0,5.0,0
22021,1626164,0022101210,2022-04-08,PHX @ UTA,W,38,13,26,0.5,2,5,0.4,5,5,1.0,0,4,4,3,0,0,1,4,33,11,1,Devin Booker,1626164,2021-22,251.0,1005.0,0.9990049751243779,3.0,0,5.0,0
22022,1626164,0022200013,2022-10-19,PHX vs. DAL,W,41,10,20,0.5,1,1,1.0,7,7,1.0,1,3,4,9,0,1,2,3,28,20,1,Devin Booker,1626164,2022-23,257.0,1008.0,1.0198412698412698,194.0,0,5.0,0
22022,1626164,0022200027,2022-10-21,PHX @ POR,L,44,11,23,0.478,3,7,0.429,8,9,0.889,0,5,5,3,1,0,2,1,33,-2,1,Devin Booker,1626164,2022-23,262.0,1014.0,1.0335305719921104,2.0,0,5.0,0
22022,1626164,0022200043,2022-10-23,PHX @ LAC,W,35,13,21,0.619,5,9,0.556,4,4,1.0,1,0,1,4,1,0,3,1,35,13,1,Devin Booker,1626164,2022-23,262.0,1008.0,1.0396825396825398,2.0,0,5.0,0
22022,1626164,0022200055,2022-10-25,PHX vs. GSW,W,35,10,19,0.526,3,8,0.375,11,14,0.786,1,1,2,7,3,0,3,3,34,32,1,Devin Booker,1626164,2022-23,260.0,1005.0,1.0348258706467661,2.0,0,5.0,0
22022,1626164,0022200079,2022-10-28,PHX vs. NOP,W,33,6,14,0.429,0,4,0.0,4,4,1.0,0,5,5,4,0,0,5,1,16,4,1,Devin Booker,1626164,2022-23,256.0,1008.0,1.0158730158730158,3.0,0,5.0,0
22022,1626164,0022200094,2022-10-30,PHX vs. HOU,W,35,14,24,0.583,1,7,0.143,1,3,0.333,1,2,3,6,1,0,1,2,30,11,1,Devin Booker,1626164,2022-23,261.0,1005.0,1.0388059701492536,2.0,0,5.0,0
22022,1626164,0022200106,2022-11-01,PHX vs. MIN,W,30,6,18,0.333,2,7,0.286,4,5,0.8,1,6,7,5,0,1,2,5,18,11,1,Devin Booker,1626164,2022-23,253.0,998.0,1.0140280561122244,2.0,0,4.0,0
22022,1626164,0022200130,2022-11-04,PHX vs. POR,L,38,8,21,0.381,3,7,0.429,6,6,1.0,0,5,5,5,1,1,5,3,25,3,1,Devin Booker,1626164,2022-23,250.0,1002.0,0.9980039920159681,3.0,0,4.0,0
22022,1626164,0022200139,2022-11-05,PHX vs. POR,W,29,9,20,0.45,2,7,0.286,4,4,1.0,1,2,3,3,1,2,1,2,24,19,1,Devin Booker,1626164,2022-23,235.0,1002.0,0.9381237524950099,1.0,1,5.0,0
22022,1626164,0022200148,2022-11-07,PHX @ PHI,L,43,8,16,0.5,1,1,1.0,11,14,0.786,2,5,7,5,1,0,6,2,28,-9,1,Devin Booker,1626164,2022-23,243.0,1009.0,0.9633300297324083,2.0,0,5.0,0
22022,1626164,0022200167,2022-11-09,PHX @ MIN,W,38,12,23,0.522,5,7,0.714,3,3,1.0,0,4,4,10,2,0,1,2,32,26,1,Devin Booker,1626164,2022-23,246.0,1004.0,0.9800796812749005,2.0,0,4.0,0
22022,1626164,0022200177,2022-11-11,PHX @ ORL,L,34,6,19,0.316,2,8,0.25,3,3,1.0,3,5,8,6,1,0,2,2,17,-27,1,Devin Booker,1626164,2022-23,247.0,1000.0,0.988,2.0,0,4.0,0
22022,1626164,0022200202,2022-11-14,PHX @ MIA,L,42,11,22,0.5,2,7,0.286,1,2,0.5,2,6,8,5,3,1,2,5,25,-7,1,Devin Booker,1626164,2022-23,254.0,1005.0,1.0109452736318407,3.0,0,3.0,0
22022,1626164,0022200220,2022-11-16,PHX vs. GSW,W,37,8,17,0.471,2,5,0.4,9,9,1.0,0,2,2,9,0,3,3,2,27,6,1,Devin Booker,1626164,2022-23,261.0,1002.0,1.0419161676646707,2.0,0,3.0,0
22022,1626164,0022200232,2022-11-18,PHX @ UTA,L,41,16,31,0.516,2,9,0.222,15,15,1.0,1,7,8,10,1,0,1,3,49,-4,1,Devin Booker,1626164,2022-23,264.0,1010.0,1.0455445544554456,2.0,0,3.0,0
22022,1626164,0022200240,2022-11-20,PHX vs. NYK,W,30,7,17,0.412,5,8,0.625,1,1,1.0,1,4,5,3,0,0,0,0,20,13,1,Devin Booker,1626164,2022-23,265.0,1003.0,1.0568295114656032,2.0,0,3.0,0
22022,1626164,0022200259,2022-11-22,PHX vs. LAL,W,35,10,24,0.417,2,6,0.333,3,3,1.0,1,3,4,5,0,0,4,6,25,4,1,Devin Booker,1626164,2022-23,257.0,1006.0,1.021868787276342,2.0,0,3.0,0
22022,1626164,0022200283,2022-11-25,PHX vs. DET,W,36,8,17,0.471,2,7,0.286,3,7,0.429,0,7,7,5,1,1,2,2,21,10,1,Devin Booker,1626164,2022-23,255.0,1012.0,1.007905138339921,3.0,0,3.0,0
22022,1626164,0022200289,2022-11-26,PHX vs. UTA,W,39,8,27,0.296,1,7,0.143,10,11,0.909,4,7,11,7,0,0,2,3,27,-4,1,Devin Booker,1626164,2022-23,260.0,1015.0,1.0246305418719213,1.0,1,3.0,0
22022,1626164,0022200307,2022-11-28,PHX @ SAC,W,41,17,28,0.607,1,6,0.167,9,9,1.0,0,8,8,4,6,0,6,4,44,14,1,Devin Booker,1626164,2022-23,259.0,1024.0,1.01171875,2.0,0,3.0,1
22022,1626164,0022200321,2022-11-30,PHX vs. CHI,W,31,20,25,0.8,6,7,0.857,5,6,0.833,0,4,4,6,1,0,2,3,51,23,1,Devin Booker,1626164,2022-23,253.0,1018.0,0.9941060903732811,2.0,0,3.0,1
22022,1626164,0022200334,2022-12-02,PHX vs. HOU,L,34,15,25,0.6,4,6,0.667,7,10,0.7,0,4,4,8,0,0,3,3,41,8,1,Devin Booker,1626164,2022-23,246.0,1017.0,0.9675516224188792,2.0,0,3.0,1
22022,1626164,0022200345,2022-12-04,PHX @ SAS,W,28,7,16,0.438,1,3,0.333,5,5,1.0,0,0,0,8,0,0,2,2,20,26,1,Devin Booker,1626164,2022-23,244.0,1006.0,0.9701789264413517,2.0,0,2.0,1
22022,1626164,0022200358,2022-12-05,PHX @ DAL,L,30,4,13,0.308,1,2,0.5,2,2,1.0,0,2,2,5,0,0,1,4,11,-18,1,Devin Booker,1626164,2022-23,239.0,1001.0,0.9550449550449551,1.0,1,3.0,1
22022,1626164,0022200373,2022-12-07,PHX vs. BOS,L,25,6,17,0.353,1,6,0.167,4,4,1.0,1,4,5,3,0,1,2,5,17,-40,1,Devin Booker,1626164,2022-23,228.0,989.0,0.9221435793731041,2.0,0,3.0,1
22022,1626164,0022200384,2022-12-09,PHX @ NOP,L,36,5,17,0.294,2,8,0.25,2,4,0.5,0,2,2,7,1,0,3,4,14,-18,1,Devin Booker,1626164,2022-23,225.0,988.0,0.910931174089069,2.0,0,3.0,1
22022,1626164,0022200427,2022-12-15,PHX @ LAC,W,35,6,22,0.273,1,9,0.111,1,1,1.0,1,3,4,4,1,0,2,1,14,4,1,Devin Booker,1626164,2022-23,219.0,993.0,0.8821752265861027,6.0,0,3.0,1
22022,1626164,0022200444,2022-12-17,PHX vs. NOP,W,42,21,35,0.6,6,12,0.5,10,15,0.667,1,5,6,5,0,0,2,3,58,11,1,Devin Booker,1626164,2022-23,230.0,997.0,0.9227683049147443,2.0,0,3.0,1
22022,1626164,0022200497,2022-12-25,PHX @ DEN,L,4,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-9,1,Devin Booker,1626164,2022-23,200.0,960.0,0.8333333333333334,8.0,0,3.0,1
22022,1626164,0022200817,2023-02-07,PHX @ BKN,W,26,6,15,0.4,2,8,0.25,5,7,0.714,0,4,4,6,0,0,2,5,19,-3,1,Devin Booker,1626164,2022-23,198.0,942.0,0.840764331210191,44.0,0,3.0,0
22022,1626164,0022200836,2023-02-10,PHX @ IND,W,26,7,18,0.389,3,9,0.333,4,4,1.0,0,4,4,5,1,0,4,4,21,11,1,Devin Booker,1626164,2022-23,194.0,933.0,0.8317256162915327,3.0,0,3.0,0
22022,1626164,0022200870,2023-02-14,PHX vs. SAC,W,29,13,20,0.65,0,0,0.0,6,7,0.857,1,4,5,2,2,0,1,4,32,22,1,Devin Booker,1626164,2022-23,198.0,927.0,0.854368932038835,4.0,0,3.0,0
22022,1626164,0022200885,2023-02-16,PHX vs. LAC,L,35,6,16,0.375,1,6,0.167,6,7,0.857,0,3,3,9,0,1,5,5,19,-3,1,Devin Booker,1626164,2022-23,197.0,929.0,0.8482238966630785,2.0,0,3.0,0
22022,1626164,0022200899,2023-02-24,PHX vs. OKC,W,36,9,21,0.429,1,7,0.143,6,6,1.0,2,4,6,8,0,0,3,1,25,-6,1,Devin Booker,1626164,2022-23,198.0,930.0,0.8516129032258064,8.0,0,3.0,0
22022,1626164,0022200910,2023-02-26,PHX @ MIL,L,38,9,21,0.429,1,5,0.2,5,9,0.556,1,3,4,8,0,0,4,2,24,-1,1,Devin Booker,1626164,2022-23,194.0,938.0,0.8272921108742004,2.0,0,3.0,0
22022,1626164,0022200933,2023-03-01,PHX @ CHA,W,33,15,26,0.577,3,7,0.429,4,6,0.667,2,4,6,7,0,2,1,1,37,9,1,Devin Booker,1626164,2022-23,223.0,933.0,0.9560557341907825,3.0,0,3.0,0
22022,1626164,0022200950,2023-03-03,PHX @ CHI,W,36,12,24,0.5,6,10,0.6,5,6,0.833,2,3,5,6,1,1,0,3,35,23,1,Devin Booker,1626164,2022-23,233.0,940.0,0.9914893617021276,2.0,0,2.0,0
22022,1626164,0022200962,2023-03-05,PHX @ DAL,W,40,15,25,0.6,1,3,0.333,5,6,0.833,2,3,5,10,1,0,1,4,36,17,1,Devin Booker,1626164,2022-23,247.0,937.0,1.0544290288153682,2.0,0,2.0,0
22022,1626164,0022200990,2023-03-08,PHX vs. OKC,W,28,17,23,0.739,6,10,0.6,4,5,0.8,0,3,3,4,0,1,3,4,44,33,1,Devin Booker,1626164,2022-23,246.0,927.0,1.0614886731391588,3.0,0,2.0,0
22022,1626164,0022201013,2023-03-11,PHX vs. SAC,L,39,11,19,0.579,2,6,0.333,4,4,1.0,1,2,3,8,4,0,4,5,28,-5,1,Devin Booker,1626164,2022-23,250.0,932.0,1.072961373390558,3.0,0,2.0,0
22022,1626164,0022201025,2023-03-13,PHX @ GSW,L,35,12,20,0.6,0,2,0.0,8,10,0.8,2,2,4,1,2,0,2,4,32,-14,1,Devin Booker,1626164,2022-23,249.0,925.0,1.0767567567567566,2.0,0,2.0,0
22022,1626164,0022201033,2023-03-14,PHX vs. MIL,L,43,13,27,0.481,1,3,0.333,3,3,1.0,1,3,4,3,2,0,5,4,30,-7,1,Devin Booker,1626164,2022-23,254.0,931.0,1.0912996777658432,1.0,1,3.0,0
22022,1626164,0022201046,2023-03-16,PHX vs. ORL,W,36,7,17,0.412,2,5,0.4,3,3,1.0,2,3,5,2,0,0,4,3,19,6,1,Devin Booker,1626164,2022-23,257.0,926.0,1.1101511879049677,2.0,0,3.0,0
22022,1626164,0022201064,2023-03-19,PHX @ OKC,L,36,18,28,0.643,3,7,0.429,7,8,0.875,0,3,3,1,1,0,3,5,46,-5,1,Devin Booker,1626164,2022-23,257.0,932.0,1.1030042918454936,3.0,0,3.0,0
22022,1626164,0022201092,2023-03-22,PHX @ LAL,L,41,11,16,0.688,1,3,0.333,10,12,0.833,0,6,6,5,0,0,7,4,33,0,1,Devin Booker,1626164,2022-23,258.0,938.0,1.1002132196162047,3.0,0,3.0,0
22022,1626164,0022201105,2023-03-24,PHX @ SAC,L,33,10,16,0.625,0,1,0.0,12,14,0.857,1,7,8,5,0,0,2,4,32,-13,1,Devin Booker,1626164,2022-23,263.0,935.0,1.125133689839572,2.0,0,3.0,0
22022,1626164,0022201110,2023-03-25,PHX vs. PHI,W,32,9,18,0.5,2,4,0.5,9,9,1.0,0,3,3,5,0,1,4,2,29,8,1,Devin Booker,1626164,2022-23,256.0,928.0,1.1034482758620687,1.0,1,3.0,0
22022,1626164,0022201125,2023-03-27,PHX @ UTA,W,34,7,19,0.368,2,6,0.333,8,8,1.0,4,3,7,5,2,1,4,3,24,10,1,Devin Booker,1626164,2022-23,255.0,921.0,1.1074918566775245,2.0,0,3.0,0
22022,1626164,0022201144,2023-03-29,PHX vs. MIN,W,36,8,18,0.444,1,4,0.25,12,15,0.8,1,2,3,5,4,0,3,4,29,12,1,Devin Booker,1626164,2022-23,248.0,926.0,1.0712742980561556,2.0,0,3.0,0
22022,1626164,0022201160,2023-03-31,PHX vs. DEN,W,35,9,20,0.45,2,9,0.222,7,8,0.875,0,2,2,6,1,0,4,2,27,13,1,Devin Booker,1626164,2022-23,247.0,927.0,1.0658036677454155,2.0,0,3.0,0
22022,1626164,0022201172,2023-04-02,PHX @ OKC,W,37,8,14,0.571,1,5,0.2,5,5,1.0,1,4,5,10,1,0,5,4,22,5,1,Devin Booker,1626164,2022-23,248.0,936.0,1.0598290598290598,2.0,0,3.0,0
22022,1626164,0022201188,2023-04-04,PHX vs. SAS,W,33,9,21,0.429,2,10,0.2,7,8,0.875,0,7,7,3,3,0,2,2,27,5,1,Devin Booker,1626164,2022-23,240.0,939.0,1.0223642172523961,2.0,0,2.0,0
22022,1626164,0022201201,2023-04-06,PHX vs. DEN,W,37,3,12,0.25,1,5,0.2,8,8,1.0,0,1,1,8,0,0,2,3,15,10,1,Devin Booker,1626164,2022-23,244.0,951.0,1.0262881177707674,2.0,0,2.0,0
22023,1626164,0022300062,2023-10-24,PHX @ GSW,W,37,13,21,0.619,3,8,0.375,3,3,1.0,1,5,6,8,1,0,6,4,32,5,1,Devin Booker,1626164,2023-24,249.0,952.0,1.0462184873949578,201.0,0,2.0,0
22023,1626164,0022300131,2023-11-02,PHX vs. SAS,L,35,10,19,0.526,5,7,0.714,6,6,1.0,1,8,9,13,0,0,5,4,31,-2,1,Devin Booker,1626164,2023-24,250.0,952.0,1.050420168067227,9.0,0,2.0,0
22023,1626164,0022300197,2023-11-15,PHX vs. MIN,W,26,12,22,0.545,2,7,0.286,5,5,1.0,1,3,4,5,0,0,2,2,31,0,1,Devin Booker,1626164,2023-24,240.0,936.0,1.0256410256410255,13.0,0,2.0,0
22023,1626164,0022300035,2023-11-17,PHX @ UTA,W,32,7,15,0.467,2,3,0.667,8,10,0.8,0,4,4,15,0,0,1,3,24,9,1,Devin Booker,1626164,2023-24,237.0,964.0,0.9834024896265559,2.0,0,2.0,0
22023,1626164,0022300214,2023-11-19,PHX @ UTA,W,40,8,21,0.381,2,7,0.286,8,8,1.0,1,4,5,8,0,1,3,5,26,2,1,Devin Booker,1626164,2023-24,240.0,978.0,0.9815950920245398,2.0,0,2.0,0
22023,1626164,0022300041,2023-11-21,PHX vs. POR,W,33,9,20,0.45,0,3,0.0,10,10,1.0,0,3,3,6,1,1,1,1,28,18,1,Devin Booker,1626164,2023-24,240.0,985.0,0.9746192893401014,2.0,0,2.0,0
22023,1626164,0022300236,2023-11-22,PHX vs. GSW,W,31,5,15,0.333,2,3,0.667,13,14,0.929,3,5,8,10,1,0,3,2,25,23,1,Devin Booker,1626164,2023-24,234.0,987.0,0.9483282674772037,1.0,1,3.0,0
22023,1626164,0022300044,2023-11-24,PHX @ MEM,W,33,15,21,0.714,3,4,0.75,7,9,0.778,1,4,5,4,4,1,5,3,40,28,1,Devin Booker,1626164,2023-24,230.0,985.0,0.9340101522842639,2.0,0,3.0,0
22023,1626164,0022300247,2023-11-26,PHX @ NYK,W,38,10,25,0.4,1,4,0.25,7,8,0.875,2,3,5,11,0,2,2,3,28,15,1,Devin Booker,1626164,2023-24,233.0,987.0,0.9442755825734549,2.0,0,3.0,0
22023,1626164,0022300260,2023-11-29,PHX @ TOR,L,33,2,12,0.167,0,4,0.0,4,4,1.0,0,5,5,5,0,0,2,3,8,-15,1,Devin Booker,1626164,2023-24,240.0,982.0,0.9775967413441955,3.0,0,3.0,0
22023,1626164,0022300288,2023-12-02,PHX vs. MEM,W,37,9,21,0.429,3,8,0.375,13,13,1.0,1,9,10,7,1,0,2,2,34,9,1,Devin Booker,1626164,2023-24,245.0,986.0,0.9939148073022313,3.0,0,3.0,0
22023,1626164,0022301203,2023-12-05,PHX @ LAL,L,37,6,16,0.375,1,1,1.0,8,8,1.0,2,9,11,6,1,1,7,5,21,2,1,Devin Booker,1626164,2023-24,242.0,987.0,0.9807497467071935,3.0,0,3.0,0
22023,1626164,0022301228,2023-12-08,PHX vs. SAC,L,38,10,14,0.714,2,2,1.0,6,9,0.667,0,7,7,7,1,0,3,4,28,-6,1,Devin Booker,1626164,2023-24,247.0,985.0,1.0030456852791878,3.0,0,3.0,0
22023,1626164,0022300308,2023-12-12,PHX vs. GSW,W,36,12,23,0.522,3,6,0.5,5,5,1.0,1,3,4,7,1,1,2,5,32,15,1,Devin Booker,1626164,2023-24,252.0,993.0,1.0151057401812689,4.0,0,3.0,0
22023,1626164,0022300317,2023-12-13,PHX vs. BKN,L,40,9,15,0.6,2,6,0.333,14,15,0.933,1,5,6,12,0,0,2,5,34,16,1,Devin Booker,1626164,2023-24,259.0,994.0,1.0422535211267605,1.0,1,4.0,0
22023,1626164,0022300333,2023-12-15,PHX vs. NYK,L,37,11,26,0.423,1,5,0.2,5,6,0.833,1,1,2,9,0,0,3,4,28,-18,1,Devin Booker,1626164,2023-24,258.0,996.0,1.036144578313253,2.0,0,4.0,0
22023,1626164,0022300347,2023-12-17,PHX vs. WAS,W,41,10,24,0.417,3,11,0.273,4,5,0.8,0,4,4,8,1,1,5,4,27,2,1,Devin Booker,1626164,2023-24,266.0,994.0,1.0704225352112675,2.0,0,3.0,0
22023,1626164,0022300363,2023-12-19,PHX @ POR,L,38,11,25,0.44,1,5,0.2,3,4,0.75,0,3,3,7,0,0,1,3,26,-9,1,Devin Booker,1626164,2023-24,267.0,996.0,1.0722891566265063,2.0,0,3.0,0
22023,1626164,0022300387,2023-12-22,PHX @ SAC,L,36,9,20,0.45,0,3,0.0,6,9,0.667,2,2,4,7,0,0,0,1,24,-24,1,Devin Booker,1626164,2023-24,266.0,996.0,1.0682730923694779,3.0,0,3.0,0
22023,1626164,0022300405,2023-12-25,PHX vs. DAL,L,40,6,14,0.429,1,4,0.25,7,10,0.7,0,3,3,10,1,1,3,5,20,-18,1,Devin Booker,1626164,2023-24,268.0,995.0,1.0773869346733669,3.0,0,3.0,0
22023,1626164,0022300418,2023-12-27,PHX @ HOU,W,36,9,19,0.474,1,6,0.167,1,1,1.0,1,3,4,7,2,0,4,2,20,13,1,Devin Booker,1626164,2023-24,268.0,998.0,1.0741482965931863,2.0,0,3.0,0
